index,audio,ref_audio,text,duration_sec,status,split,reason
45,./audio/45.wav,./audio/ref_voice/alienkevin.wav,"我鐘意去hike, 喺山上面可以enjoy到nature，同時都可以達到keep fit嘅效果。",7.0614,kept,train,"7.06s in [5.0, 30.0]"
46,./audio/46.wav,./audio/ref_voice/alienkevin.wav,做yoga嘅時候我們會play一啲輕柔嘅音樂，可以幫助我們relax同集中精神。,8.9387,kept,train,"8.94s in [5.0, 30.0]"
47,./audio/47.wav,./audio/ref_voice/alienkevin.wav,跑障礙賽(course)係一種挑戰自己嘅運動，過程雖然tough，但真係好有fun呀。,7.7014,kept,train,"7.70s in [5.0, 30.0]"
48,./audio/48.wav,./audio/ref_voice/alienkevin.wav,我見到報導話佢哋準備implement新嘅rent control policy，我覺得咁樣好保護住住客，但都怕有negative side effects喺房…,13.76,kept,train,"13.76s in [5.0, 30.0]"
49,./audio/49.wav,./audio/ref_voice/alienkevin.wav,一直以嚟，我哋嘅教育system有好多疑問，最近嘅DSE reform plan可以解決部分問題，但又有啲人質疑呢個改變會唔會太rushed?,11.7547,kept,train,"11.75s in [5.0, 30.0]"
50,./audio/50.wav,./audio/ref_voice/alienkevin.wav,嗰日我聽到政府落嘅新減排target，我認為呢個step forward真係好crucial，對抗climate change我哋需要全部人齊心協力。,12.9494,kept,train,"12.95s in [5.0, 30.0]"
51,./audio/51.wav,./audio/ref_voice/alienkevin.wav,我見到新聞嘅headline話廣告牌嘅管理問題，我覺得呢個problem要迅速咁解決，避免任何potential hazards。,9.8987,kept,train,"9.90s in [5.0, 30.0]"
52,./audio/52.wav,./audio/ref_voice/alienkevin.wav,近排有一本新書出咗黎，講緊香港國家安全法嘅legal effects，我準備去買本黎看下，掌握最新嘅knowledge。,10.1334,kept,train,"10.13s in [5.0, 30.0]"
53,./audio/53.wav,./audio/ref_voice/alienkevin.wav,聽落新一輪既公屋allocations有啲problem，我覺得呢個唔係個長期solution，政府要有sustainable嘅住房policy。,10.4534,kept,eval,"10.45s in [5.0, 30.0]"
54,./audio/54.wav,./audio/ref_voice/alienkevin.wav,我記得剛才聽新聞話，佢哋提出新建商業district嘅proposal，我覺得呢個可行，可以boost本地經濟。,9.92,kept,train,"9.92s in [5.0, 30.0]"
55,./audio/55.wav,./audio/ref_voice/alienkevin.wav,見到佢哋議論低工資工人嘅minimum wage，我認為政府需要balance企業嘅需要同保護labour rights嘅重要性。,11.52,kept,train,"11.52s in [5.0, 30.0]"
56,./audio/56.wav,./audio/ref_voice/alienkevin.wav,我鐘意喺weekend去designer boutique睇新款clothes，可以keep up with fashion trends，好有fun。,9.408,kept,train,"9.41s in [5.0, 30.0]"
57,./audio/57.wav,./audio/ref_voice/alienkevin.wav,我喺家中browse online stores，好方便，我可以輕鬆買到我鐘意嘅make-up product。,7.275,kept,train,"7.27s in [5.0, 30.0]"
58,./audio/58.wav,./audio/ref_voice/alienkevin.wav,我喺holiday鐘意去outlet購物，可以買到打折嘅branded goods，價格吓人，甚至可以買到half price，又可以save money。,9.984,kept,eval,"9.98s in [5.0, 30.0]"
59,./audio/59.wav,./audio/ref_voice/alienkevin.wav,我喺free time去bookstore，可以一邊enjoy browsing好多books，一邊可以喺café飲杯coffee，真係relax。,9.003,kept,train,"9.00s in [5.0, 30.0]"
60,./audio/60.wav,./audio/ref_voice/alienkevin.wav,我喺weekend去supermarket shopping，可以prepare whole week嘅meal，好organised同埋good for he…,6.9547,kept,train,"6.95s in [5.0, 30.0]"
61,./audio/61.wav,./audio/ref_voice/alienkevin.wav,我每個月都會去health & beauty store買個skin care product，想keep my skin healthy 同glowing，真…,8.96,kept,train,"8.96s in [5.0, 30.0]"
62,./audio/62.wav,./audio/ref_voice/alienkevin.wav,我鐘意去electronics store，可以keep up with最新嘅gadgets，又可以enhance my lifestyle，好interest…,8.2774,kept,train,"8.28s in [5.0, 30.0]"
63,./audio/63.wav,./audio/ref_voice/alienkevin.wav,我喺online shopping買home decor items，可以自己裝飾屋企，又可以show my personal style，真係creative…,10.839,kept,train,"10.84s in [5.0, 30.0]"
64,./audio/64.wav,./audio/ref_voice/alienkevin.wav,我喺online買sports equipment，因為我可以喺家中練習，又keep fit，真係好方便。,6.656,kept,eval,"6.66s in [5.0, 30.0]"
65,./audio/65.wav,./audio/ref_voice/alienkevin.wav,我經常喺flea market買vintage items，佢哋有special嘅charm同埋可以add到我個collection，真係好exciting。,8.0427,kept,train,"8.04s in [5.0, 30.0]"
66,./audio/66.wav,./audio/ref_voice/alienkevin.wav,我覺得網上course好helpful，可以喺自己嘅時間學習新嘅skills。,5.2907,kept,train,"5.29s in [5.0, 30.0]"
67,./audio/67.wav,./audio/ref_voice/alienkevin.wav,話說返黎，學習唔係只有喺school先得，life本身就係一個大學堂。,6.0587,kept,train,"6.06s in [5.0, 30.0]"
68,./audio/68.wav,./audio/ref_voice/alienkevin.wav,喺呢個digital era，學coding變得好重要，我唔想miss out呢個opportunity。,6.8907,kept,train,"6.89s in [5.0, 30.0]"
69,./audio/69.wav,./audio/ref_voice/alienkevin.wav,我鍾意閱讀，因為books可以帶我去到不同嘅world，學識新嘅思維方式。,6.8907,kept,train,"6.89s in [5.0, 30.0]"
70,./audio/70.wav,./audio/ref_voice/alienkevin.wav,學習一種新嘅language可以open up新嘅opportunities，我現在正在學西班牙文， 真係有趣。,9.1734,kept,train,"9.17s in [5.0, 30.0]"
71,./audio/71.wav,./audio/ref_voice/alienkevin.wav,呢個weekend我要去attend一個workshop，針對音樂製作，真係好期待。,5.6747,kept,train,"5.67s in [5.0, 30.0]"
72,./audio/72.wav,./audio/ref_voice/alienkevin.wav,我最近開始學習瑜伽，呢個practice令我感到好relaxed，同時亦係身心嘅exercise。,7.04,kept,train,"7.04s in [5.0, 30.0]"
73,./audio/73.wav,./audio/ref_voice/alienkevin.wav,我發覺每日take out一啲時間做自我review真係好critical喺學習嘅process。,7.6374,kept,train,"7.64s in [5.0, 30.0]"
74,./audio/74.wav,./audio/ref_voice/alienkevin.wav,學會咗新嘅skill，例如programming，為我嘅career開啓新嘅doors。,5.76,kept,train,"5.76s in [5.0, 30.0]"
75,./audio/75.wav,./audio/ref_voice/alienkevin.wav,學習係一個never-ending journey，我相信學無止境，喺呢個ever-changing世界要保持curiosity以學到新嘅知識。,9.7707,kept,train,"9.77s in [5.0, 30.0]"
76,./audio/76.wav,./audio/ref_voice/alienkevin.wav,我每日都需要check email，跟進咗我嘅工作，確保我嘅performance保持在一個好嘅level。,7.3387,kept,eval,"7.34s in [5.0, 30.0]"
77,./audio/77.wav,./audio/ref_voice/alienkevin.wav,當你喺一個project做緊lead嘅時候，你需要有一個clear vision，冇咗嗰個，就好難drive你嘅team向前發展。,9.0667,kept,train,"9.07s in [5.0, 30.0]"
78,./audio/78.wav,./audio/ref_voice/alienkevin.wav,"雖然sometimes deadline 係好tight, 但係我哋都唔可以cut corners，質量一定要保證。",7.168,kept,train,"7.17s in [5.0, 30.0]"
79,./audio/79.wav,./audio/ref_voice/alienkevin.wav,喺workplace裡面，respect同埋trust傾嘅係最重要，如果大家無呢啲，就好難cooperate effectively。,9.856,kept,eval,"9.86s in [5.0, 30.0]"
80,./audio/80.wav,./audio/ref_voice/alienkevin.wav,如果你喺工作中遇到了一個big challenge，你需要保持calm，然後develop一個有效嘅strategy嚟解決。,8.1707,kept,train,"8.17s in [5.0, 30.0]"
81,./audio/81.wav,./audio/ref_voice/alienkevin.wav,"喺一個新嘅job position，我哋需要有一個open mind，ready咗去學習新嘅skills同face新嘅挑戰。"" ",8.0214,kept,train,"8.02s in [5.0, 30.0]"
82,./audio/82.wav,./audio/ref_voice/alienkevin.wav,如果你覺得你嘅career stagnant咗，就要去找新嘅opportunities或者提升自己嘅技能，唔可以just settle down。,9.6,kept,train,"9.60s in [5.0, 30.0]"
83,./audio/83.wav,./audio/ref_voice/alienkevin.wav,我每天都set咗一個to-do list，咁樣我先可以manage我嘅時間，做到最efficient嘅工作。,7.0614,kept,train,"7.06s in [5.0, 30.0]"
84,./audio/84.wav,./audio/ref_voice/alienkevin.wav,我好贊同flexible working hours，咁樣可以更好嘅balance我嘅工作同生活。,6.208,kept,train,"6.21s in [5.0, 30.0]"
85,./audio/85.wav,./audio/ref_voice/alienkevin.wav,喺我嘅career development中，continuous learning係非常重要，無論係新技術、新知識抑或係新trends，我都要keep up …,9.152,kept,train,"9.15s in [5.0, 30.0]"
86,./audio/86.wav,./audio/ref_voice/alienkevin.wav,喺天氣app度睇到今晚可能會有heavy rain，大家出門記得帶umbrella呀。,6.976,kept,train,"6.98s in [5.0, 30.0]"
87,./audio/87.wav,./audio/ref_voice/alienkevin.wav,我哋下個week有可能會遇到一次強烈嘅cold front，so多著d衫啦。,6.6347,kept,train,"6.63s in [5.0, 30.0]"
88,./audio/88.wav,./audio/ref_voice/alienkevin.wav,今晚可能會有strong wind，記住唔好去海邊嘅。,4.48,too_short,n/a,4.48s < 5.0
89,./audio/89.wav,./audio/ref_voice/alienkevin.wav,我嘅weather forecast話明晚會drop到0度，記住打開heater呀。,7.68,kept,train,"7.68s in [5.0, 30.0]"
90,./audio/90.wav,./audio/ref_voice/alienkevin.wav,今日好hot，大家記住帶sunscreen唔好中曬喎。,4.864,too_short,n/a,4.86s < 5.0
91,./audio/91.wav,./audio/ref_voice/alienkevin.wav,我check咗weather app，佢話下星期有chance下snow，咁步出門時就要带d雪鞋喇。,8.2987,kept,train,"8.30s in [5.0, 30.0]"
92,./audio/92.wav,./audio/ref_voice/alienkevin.wav,頭致天氣報告say嗰個hurricane會影響我哋呢度，大家一定要小心保重。,8.8107,kept,train,"8.81s in [5.0, 30.0]"
93,./audio/93.wav,./audio/ref_voice/alienkevin.wav,我啱啱睇天氣報告話下個月可能會有typhoon，我哋要做好萬全嘅準備。,6.9334,kept,train,"6.93s in [5.0, 30.0]"
94,./audio/94.wav,./audio/ref_voice/alienkevin.wav,畀我check下weather app，原來今日會好foggy，出門時記住開fog light喇。,6.4854,kept,train,"6.49s in [5.0, 30.0]"
95,./audio/95.wav,./audio/ref_voice/alienkevin.wav,今晚氣溫可能會drop落好low，大家出門要記住帶scarf同hat呀。,6.8907,kept,train,"6.89s in [5.0, 30.0]"
96,./audio/96.wav,./audio/ref_voice/alienkevin.wav,我好love上環嘅street food，每次都會食到我well satisfied咁。,6.016,kept,eval,"6.02s in [5.0, 30.0]"
97,./audio/97.wav,./audio/ref_voice/alienkevin.wav,你試過廟街嘅煎鱈魚嗎？佢嘅taste真係超級amazing！,6.3574,kept,train,"6.36s in [5.0, 30.0]"
98,./audio/98.wav,./audio/ref_voice/alienkevin.wav,"週末嘅brunch time，去欣圖書嘅cafe飲一杯coffee,食個eggs benedict，真係好relaxing呀！",9.536,kept,train,"9.54s in [5.0, 30.0]"
99,./audio/99.wav,./audio/ref_voice/alienkevin.wav,啲麵包店嘅croissant好crispy嘅，我totally fall in love住咗！,5.76,kept,train,"5.76s in [5.0, 30.0]"
100,./audio/100.wav,./audio/ref_voice/alienkevin.wav,啲意大利麵嘅sauce個taste好rich，真係惹味到不得了。,6.0374,kept,train,"6.04s in [5.0, 30.0]"
101,./audio/101.wav,./audio/ref_voice/alienkevin.wav,party time食pizza真係好fun，尤其係嗰啲薄底嘅，taste非常authentic！,8.1494,kept,train,"8.15s in [5.0, 30.0]"
102,./audio/102.wav,./audio/ref_voice/alienkevin.wav,小籠包裏面嘅肉汁好juicy，每次一咬就會流出嚟，簡直係mouthwatering！,6.9547,kept,train,"6.95s in [5.0, 30.0]"
103,./audio/103.wav,./audio/ref_voice/alienkevin.wav,日本料理嘅presentation真係好impressive，就算係飯團sushi，都會令你一試難以忘懷。,7.8294,kept,train,"7.83s in [5.0, 30.0]"
104,./audio/104.wav,./audio/ref_voice/alienkevin.wav,我好喜歡番茄海鮮湯嘅flavour，做得好，酸辣恰到好處！fiction,6.8907,kept,train,"6.89s in [5.0, 30.0]"
105,./audio/105.wav,./audio/ref_voice/alienkevin.wav,牛油果shrimp salad好划算，又健康！食完feel自己好healthy同energized！,7.5734,kept,train,"7.57s in [5.0, 30.0]"
106,./audio/106.wav,./audio/ref_voice/alienkevin.wav,我哋下次去Thailand，一定要try佢哋嘅local food，聽講超好食呀！,6.08,kept,train,"6.08s in [5.0, 30.0]"
107,./audio/107.wav,./audio/ref_voice/alienkevin.wav,有冇諗過去Australia睇睇當地嘅wildlife，一定好exciting架！,5.568,kept,train,"5.57s in [5.0, 30.0]"
108,./audio/108.wav,./audio/ref_voice/alienkevin.wav,我好想買個backpack，走一轉Europe，去好多個museums同historical sites就好啦！,6.7627,kept,train,"6.76s in [5.0, 30.0]"
109,./audio/109.wav,./audio/ref_voice/alienkevin.wav,聽講去U.S.A.round trip要花好多時間，不過如果有機會我都想試下，應該好unforgettable架！,7.851,kept,train,"7.85s in [5.0, 30.0]"
110,./audio/110.wav,./audio/ref_voice/alienkevin.wav,我下個goal係想去Africa做volunteering，貢獻少少力量都好，我覺得好meaningful！,7.2107,kept,train,"7.21s in [5.0, 30.0]"
111,./audio/111.wav,./audio/ref_voice/alienkevin.wav,去New Zealand搭個campervan一路drive一路玩，咁樣嘅旅行計劃一定好relaxing！,6.8907,kept,train,"6.89s in [5.0, 30.0]"
112,./audio/112.wav,./audio/ref_voice/alienkevin.wav,我哋下次一齊去Italy嘅wine tour啦，試吓佢地嘅紅酒，一定好enjoyable！,8.1067,kept,train,"8.11s in [5.0, 30.0]"
113,./audio/113.wav,./audio/ref_voice/alienkevin.wav,France嘅cuisine大家都識，但如果當地嘅cooking class就未必咁簡單，但我想嘗試下，肯定好fun架！,8.0,kept,train,"8.00s in [5.0, 30.0]"
114,./audio/114.wav,./audio/ref_voice/alienkevin.wav,"我想我會plan一個solo trip去Canada，享受一下自由同獨處嘅樂趣，一定好special嘅experience!"" ",8.9174,kept,train,"8.92s in [5.0, 30.0]"
115,./audio/115.wav,./audio/ref_voice/alienkevin.wav,日本嘅cherry blossom season我一直都好想見識下，對我嚟講，應該好charming架！,6.4854,kept,train,"6.49s in [5.0, 30.0]"
116,./audio/116.wav,./audio/ref_voice/alienkevin.wav,"我每個weekend都會去movie theatre睇新上映嘅films，我鍾意各種genre嘅movies，例如action, comedy同sci-fi等等…",9.7707,kept,train,"9.77s in [5.0, 30.0]"
117,./audio/117.wav,./audio/ref_voice/alienkevin.wav,我周圍嘅mates都好鍾意聽我講ghost stories，我係個很大嘅horror fan，我鍾意嘅horror fix都唔係單單限制於書同film。,12.1387,kept,train,"12.14s in [5.0, 30.0]"
118,./audio/118.wav,./audio/ref_voice/alienkevin.wav,我好鍾意去karaoke同朋友唱歌，每次去都唔覺得boring，我同我朋友們都有好多fun。,7.9147,kept,train,"7.91s in [5.0, 30.0]"
119,./audio/119.wav,./audio/ref_voice/alienkevin.wav,我鍾意用我部iPad睇Netflix或者Disney+，我覺得我每個月payment都好值得，因為我可以睇到好多我鍾意嘅series同movie。,10.1974,kept,train,"10.20s in [5.0, 30.0]"
120,./audio/120.wav,./audio/ref_voice/alienkevin.wav,我每日都會睇youtube，我其中一個favorite嘅youtuber就係Pewdiepie，我鍾意佢嘅gameplay videos同meme review…,9.1307,kept,train,"9.13s in [5.0, 30.0]"
121,./audio/121.wav,./audio/ref_voice/alienkevin.wav,"我係個音樂lover，我喺spotify上有好多嘅playlist，我嘅music taste包括pop, rock同classical等等。",8.8534,kept,train,"8.85s in [5.0, 30.0]"
122,./audio/122.wav,./audio/ref_voice/alienkevin.wav,我唔單止鍾意喺gaming console上玩video games，我都好鍾意喺arcade玩，我覺得咁樣會有個好嘅social experience。,9.3867,kept,eval,"9.39s in [5.0, 30.0]"
123,./audio/123.wav,./audio/ref_voice/alienkevin.wav,"我鍾意睇Netflix嘅drama series，例如'Stranger Things'同'The Crown'，我覺得喺家睇係一個好relax嘅娛樂方式。"" ",8.535,kept,train,"8.53s in [5.0, 30.0]"
124,./audio/124.wav,./audio/ref_voice/alienkevin.wav,我每個month都好look forward到嗰個新comic book day，我會去我最鍾意嘅comic shop揀選我最期待嘅new releases。,10.176,kept,train,"10.18s in [5.0, 30.0]"
125,./audio/125.wav,./audio/ref_voice/alienkevin.wav,每年嘅summer我都會去參加music festival，我覺得呢種體驗好enjoyable，可以聽到我最鍾意嘅樂團live performance。,9.1307,kept,train,"9.13s in [5.0, 30.0]"
126,./audio/126.wav,./audio/ref_voice/alienkevin.wav,見到Lionel Messi玩足球，簡直係masterpiece，佢嘅技巧真係outstanding！,7.1254,kept,train,"7.13s in [5.0, 30.0]"
127,./audio/127.wav,./audio/ref_voice/alienkevin.wav,我下個月要去參加yoga class，一直都想體驗下，希望我可以fit入去。,5.8027,kept,train,"5.80s in [5.0, 30.0]"
128,./audio/128.wav,./audio/ref_voice/alienkevin.wav,雖然我嘅swimming technique仲有好多需要提升的地方，但係我絕對唔會放棄，practice makes perfect！,7.4667,kept,train,"7.47s in [5.0, 30.0]"
129,./audio/129.wav,./audio/ref_voice/alienkevin.wav,我每個星期都會去gym做workout，健康身體真係well invested。”,5.8454,kept,train,"5.85s in [5.0, 30.0]"
130,./audio/130.wav,./audio/ref_voice/alienkevin.wav,我哋今晚要去睇basketball game，已經買咗飲品同小食ready to enjoy。,5.44,kept,train,"5.44s in [5.0, 30.0]"
131,./audio/131.wav,./audio/ref_voice/alienkevin.wav,我嘅朋友一向鍾意玩badminton，雖然我之前冇試過，但係我已經準備好箍住玩。,6.272,kept,train,"6.27s in [5.0, 30.0]"
132,./audio/132.wav,./audio/ref_voice/alienkevin.wav,"我鍾意跑步嘅原因,之一就係feel到風吹過嚟，完全係nature's gift啊。",6.3574,kept,train,"6.36s in [5.0, 30.0]"
133,./audio/133.wav,./audio/ref_voice/alienkevin.wav,下次我哋可以試下hiking，頂到噉既環境，一定feel到超級relaxing。,6.016,kept,train,"6.02s in [5.0, 30.0]"
134,./audio/134.wav,./audio/ref_voice/alienkevin.wav,"今日好適合做outdoor exercises，天氣好好，我ready好水樽就要去公園啦。"" ",6.464,kept,train,"6.46s in [5.0, 30.0]"
135,./audio/135.wav,./audio/ref_voice/alienkevin.wav,我覺得做運動唔單止keep fit，佢對於精神上都有好大嘅help。,5.547,kept,train,"5.55s in [5.0, 30.0]"
136,./audio/136.wav,./audio/ref_voice/alienkevin.wav,我覺得點解政府未有implement一個有效嘅交通system，以resolve香港嘅交通擠塞問題。,6.9334,kept,train,"6.93s in [5.0, 30.0]"
137,./audio/137.wav,./audio/ref_voice/alienkevin.wav,我睇到佢哋打算開始更改教育嘅curriculum，但我喺咁嘅情況之下，我諗佢哋應該先focus喺學生嘅心理健康上面。,9.7494,kept,train,"9.75s in [5.0, 30.0]"
